企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
株式会社LOP,,94.0,0,JOB_DOWN|NEW_QUERY,2,2027,,,○,2026-07-06T04:00:03.149Z,2026-07-11T10:00:02.312Z,2026-07-11
ベンタス株式会社,,65.1,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-06-18T13:23:40.266Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社GUM,,64.0,0,JOB_DOWN,1,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社リクルートスタッフィング,,63.8,0,REAPPEARED,2,,,○,○,2026-06-18T13:23:20.303Z,2026-07-11T10:00:02.312Z,2026-07-11
ピアス株式会社,,62.9,0,JOB_UP|NEW_QUERY|NEW_QUERY,4,,○,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
ギブクリエーション株式会社,,59.9,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY,2,2026,○,○,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社キソシン,,57.3,0,GONE,2,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
パーソルエクセルHRパートナーズ株式会社,,56.9,0,JOB_UP|NEW_QUERY|NEW_QUERY,4,,○,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社Le Lien,,51.9,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社プロジェクトトリガー,,51.1,0,NEW_QUERY,1,,,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
パーソルテンプスタッフ株式会社,,51.0,0,JOB_UP|NEW_QUERY|NEW_QUERY,5,,○,,○,2026-06-18T13:23:40.266Z,2026-07-11T10:00:02.312Z,2026-07-11
マンパワーグループ株式会社,,50.7,0,GONE,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社ELM,,49.9,0,JOB_DOWN,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
本田技研工業株式会社,,49.5,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社alBee,,49.1,0,NEW_QUERY,1,,,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
ヒューマンリソシア株式会社,,46.0,0,JOB_UP|NEW_QUERY|NEW_QUERY,3,,○,,○,2026-06-18T13:23:40.266Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社Meta Sales,,45.1,0,GONE,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社大斗,,43.1,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社ELシステム,,42.4,0,NEW_QUERY,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社Creer,,42.3,0,GONE,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
JAGフィールド株式会社,,41.5,0,REAPPEARED,1,,,○,○,2026-07-04T10:00:09.195Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社I・PARTNERS,,38.6,0,REAPPEARED,2,,,○,○,2026-07-04T04:00:03.351Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社リクルートR&Dスタッフィング,,33.8,0,REAPPEARED,1,,,○,○,2026-07-04T10:00:09.195Z,2026-07-11T10:00:02.312Z,2026-07-11
JHRconsulting株式会社,,33.6,0,GONE,3,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社ネオキャリア,,33.0,0,JOB_DOWN,3,,,,○,2026-06-18T13:23:20.303Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社enrich technology,,30.9,0,JOB_DOWN,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
株式会社アソウ・アルファ,,30.9,0,JOB_UP|NEW_QUERY,5,,○,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
アデコ株式会社,,30.6,0,JOB_UP|NEW_QUERY|NEW_QUERY,3,,○,,○,2026-06-21T05:19:13.003Z,2026-07-11T10:00:02.312Z,2026-07-11
コンピューターマネージメント株式会社,,30.1,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
フェンリル株式会社,,29.2,0,REAPPEARED,3,,,○,○,2026-07-03T22:00:08.268Z,2026-07-11T10:00:02.312Z,2026-07-11
