企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
株式会社LOP,,90.7,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-06T04:00:03.149Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社ELM,,86.2,0,JOB_UP|NEW_QUERY|NEW_QUERY,4,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社alBee,,74.7,0,JOB_DOWN,2,,,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社GUM,,64.9,0,JOB_UP|NEW_QUERY,3,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社プロジェクトトリガー,,60.2,0,JOB_UP|NEW_QUERY,4,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社リクルートスタッフィング,,59.3,0,JOB_DOWN,1,,,,○,2026-06-18T13:23:20.303Z,2026-07-08T22:00:06.658Z,2026-07-08
JAGフィールド株式会社,,58.9,0,GONE,4,,,,○,2026-07-04T10:00:09.195Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社ELシステム,,54.7,0,JOB_UP|NEW_QUERY,3,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
マンパワーグループ株式会社,,53.8,0,GONE,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社大斗,,53.4,0,NEW_QUERY,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
ベンタス株式会社,,52.4,0,JOB_DOWN,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-08T22:00:06.658Z,2026-07-08
ギブクリエーション株式会社,,47.6,0,NEW_GRAD_YEAR|NEW_QUERY,1,2026,,○,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
JHRconsulting株式会社,,46.7,0,JOB_UP|NEW_QUERY|NEW_QUERY,3,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
本田技研工業株式会社,,42.9,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社キソシン,,42.6,0,JOB_DOWN,1,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社enrich technology,,40.5,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社Meta Sales,,40.2,0,JOB_UP|NEW_QUERY|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社Le Lien,,37.6,0,JOB_DOWN,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
Ｓｋｙ株式会社,,36.9,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T22:00:06.658Z,2026-07-08
ピアス株式会社,,35.3,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社Creer,,34.2,0,GONE,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社ネオキャリア,,33.9,0,JOB_UP|NEW_QUERY,5,,○,,○,2026-06-18T13:23:20.303Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社インターテクノ,,28.3,0,JOB_DOWN,2,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社三菱UFJ銀行,,28.0,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社i-plug,,27.2,0,JOB_UP|NEW_QUERY,5,,○,,○,2026-06-18T13:23:20.303Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社スタッフサービス ITソリューション,,26.8,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社インテリム,,25.8,0,GONE,1,,,,○,2026-07-04T16:00:02.382Z,2026-07-08T22:00:06.658Z,2026-07-08
ぷらす整骨院 南森町院,,23.7,0,REAPPEARED,1,,,○,○,2026-07-03T22:00:08.268Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社メルディア,,23.6,0,JOB_UP|NEW_QUERY,4,,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T22:00:06.658Z,2026-07-08
株式会社リクルートR&Dスタッフィング,,23.4,0,GONE,2,,,,○,2026-07-04T10:00:09.195Z,2026-07-08T22:00:06.658Z,2026-07-08
