企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
本田技研工業株式会社,,59.2,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
マンパワーグループ株式会社,,45.5,0,JOB_DOWN,2,,,,○,2026-06-18T13:23:40.266Z,2026-07-05T16:00:02.667Z,2026-07-05
JAGフィールド株式会社,,36.9,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-04T10:00:09.195Z,2026-07-05T16:00:02.667Z,2026-07-05
ギブクリエーション株式会社,,33.0,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-05T16:00:02.667Z,2026-07-05
株式会社Creer,,31.5,0,GONE,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-05T16:00:02.667Z,2026-07-05
JHRconsulting株式会社,,28.3,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-05T16:00:02.667Z,2026-07-05
新日本ビルメンテナンス株式会社,,28.1,0,REAPPEARED,2,,,○,○,2026-07-04T10:00:09.195Z,2026-07-05T16:00:02.667Z,2026-07-05
株式会社バンダイ,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
森永製菓株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
日本航空株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
株式会社ロッテ,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
アサヒグループジャパン株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
株式会社KADOKAWA,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
味の素AGF株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
キリンホールディングス株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
Ｓｋｙ株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
サントリーホールディングス株式会社,,27.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-05T16:00:02.667Z,2026-07-05
