企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
株式会社LOP,,86.6,0,JOB_DOWN,1,,,,○,2026-07-06T04:00:03.149Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社alBee,,79.1,0,JOB_DOWN,2,,,,○,2026-06-21T05:19:13.003Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社ELM,,69.6,0,JOB_DOWN,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社リクルートスタッフィング,,64.2,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY,4,,○,,○,2026-06-18T13:23:20.303Z,2026-07-08T16:00:08.733Z,2026-07-08
JAGフィールド株式会社,,62.4,0,JOB_UP|NEW_QUERY|NEW_QUERY,4,,○,,○,2026-07-04T10:00:09.195Z,2026-07-08T16:00:08.733Z,2026-07-08
ベンタス株式会社,,57.1,0,JOB_DOWN,2,2027,,,○,2026-06-18T13:23:40.266Z,2026-07-08T16:00:08.733Z,2026-07-08
マンパワーグループ株式会社,,57.0,0,GONE,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社GUM,,56.4,0,JOB_DOWN,2,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社大斗,,51.7,0,JOB_DOWN,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社キソシン,,47.6,0,JOB_DOWN,3,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社プロジェクトトリガー,,47.1,0,JOB_DOWN,2,2027,,,○,2026-06-21T05:19:13.003Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社ELシステム,,45.6,0,JOB_DOWN,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
本田技研工業株式会社,,45.4,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社enrich technology,,42.9,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社Le Lien,,41.8,0,JOB_DOWN,2,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
Ｓｋｙ株式会社,,39.1,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T16:00:08.733Z,2026-07-08
ギブクリエーション株式会社,,37.7,0,NEW_QUERY,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社Creer,,36.3,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社インターテクノ,,31.3,0,JOB_UP|NEW_QUERY|NEW_QUERY,3,,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社三菱UFJ銀行,,30.9,0,JOB_UP,14,,○,,○,2026-06-18T23:36:18.438Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社ネオキャリア,,29.5,0,JOB_DOWN,4,,,,○,2026-06-18T13:23:20.303Z,2026-07-08T16:00:08.733Z,2026-07-08
ピアス株式会社,,29.5,0,JOB_DOWN,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社スタッフサービス ITソリューション,,28.4,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T16:00:08.733Z,2026-07-08
JHRconsulting株式会社,,27.8,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社インテリム,,27.3,0,REAPPEARED,1,,,○,○,2026-07-04T16:00:02.382Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社Meta Sales,,25.3,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社リクルートR&Dスタッフィング,,24.8,0,NEW_QUERY,2,,,,○,2026-07-04T10:00:09.195Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社ロッテ,,24.0,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社オープンループパートナーズ梅田支店,,23.8,0,REAPPEARED,1,,,○,○,2026-07-04T10:00:09.195Z,2026-07-08T16:00:08.733Z,2026-07-08
株式会社SNK,,23.7,0,GONE,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T16:00:08.733Z,2026-07-08
