企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
マンパワーグループ株式会社,,66.5,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-06-18T13:23:40.266Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社Creer,,60.4,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY,2,2027,○,○,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
JAGフィールド株式会社,,48.4,0,JOB_DOWN,1,,,,○,2026-07-04T10:00:09.195Z,2026-07-06T22:00:09.178Z,2026-07-06
本田技研工業株式会社,,44.3,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社LOP,,42.0,0,JOB_DOWN,1,,,,○,2026-07-06T04:00:03.149Z,2026-07-06T22:00:09.178Z,2026-07-06
ギブクリエーション株式会社,,38.0,0,NEW_QUERY,2,,,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社三菱UFJ銀行,,37.8,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社ロッテ,,35.9,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-06T22:00:09.178Z,2026-07-06
Ｓｋｙ株式会社,,35.9,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社SNK,,35.6,0,REAPPEARED,1,,,○,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
ピアス株式会社,,34.6,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社プロジェクトトリガー,,33.8,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社リクルートスタッフィング,,33.2,0,JOB_DOWN,2,,,,○,2026-06-18T13:23:20.303Z,2026-07-06T22:00:09.178Z,2026-07-06
JHRconsulting株式会社,,32.6,0,JOB_DOWN,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社ネオキャリア,,31.2,0,JOB_UP|NEW_QUERY|NEW_QUERY,5,,○,,○,2026-06-18T13:23:20.303Z,2026-07-06T22:00:09.178Z,2026-07-06
新日本ビルメンテナンス株式会社,,29.6,0,GONE,1,,,,○,2026-07-04T10:00:09.195Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社alBee,,28.6,0,JOB_DOWN,1,,,,○,2026-06-21T05:19:13.003Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社インターテクノ,,28.5,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
ホームテック株式会社,,25.7,0,REAPPEARED,1,,,○,○,2026-07-04T04:00:03.351Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社トータルオフィスパートナー,,25.5,0,REAPPEARED,1,,,○,○,2026-07-04T10:00:09.195Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社Meta Sales,,24.8,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社i-plug,,24.3,0,JOB_DOWN,4,,,,○,2026-06-18T13:23:20.303Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社GUM,,24.2,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社レオパレス21,,24.1,0,NEW_QUERY,2,,,,○,2026-06-21T05:19:13.003Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社インテリム,,24.0,0,GONE,1,,,,○,2026-07-04T16:00:02.382Z,2026-07-06T22:00:09.178Z,2026-07-06
METATEAM株式会社,,23.3,0,REAPPEARED,1,,,○,○,2026-07-05T22:00:07.598Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社UZUZ,,23.3,0,REAPPEARED,1,,,○,○,2026-07-05T22:00:07.598Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社Le Lien,,23.1,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-06T22:00:09.178Z,2026-07-06
ベンタス株式会社,,22.7,0,GONE,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-06T22:00:09.178Z,2026-07-06
株式会社エル・コーエイ,,22.7,0,GONE,1,,,,○,2026-07-04T04:00:03.351Z,2026-07-06T22:00:09.178Z,2026-07-06
