企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
株式会社LOP,,93.5,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,5,2027,○,○,○,2026-07-06T04:00:03.149Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社alBee,,85.6,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,6,2027,○,○,○,2026-06-21T05:19:13.003Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社ELM,,76.1,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,5,2027,○,○,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
ベンタス株式会社,,62.8,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY|NEW_QUERY|NEW_QUERY,4,2027,○,○,○,2026-06-18T13:23:40.266Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社GUM,,62.1,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY|NEW_QUERY|NEW_QUERY,4,2027,○,○,○,2026-06-21T05:19:13.003Z,2026-07-08T10:10:53.808Z,2026-07-08
マンパワーグループ株式会社,,60.3,0,GONE,1,,,,○,2026-06-18T13:23:40.266Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社大斗,,57.1,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,7,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社キソシン,,52.9,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,8,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社プロジェクトトリガー,,52.3,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY,5,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社ELシステム,,50.7,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY,6,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
JAGフィールド株式会社,,49.3,0,GONE,2,,,,○,2026-07-04T10:00:09.195Z,2026-07-08T10:10:53.808Z,2026-07-08
本田技研工業株式会社,,49.3,0,JOB_UP|NEW_GRAD_YEAR|NEW_QUERY,13,2027,○,○,○,2026-06-18T23:36:18.438Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社enrich technology,,47.9,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY,4,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社Le Lien,,46.1,0,JOB_UP|NEW_QUERY|NEW_QUERY,4,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社リクルートスタッフィング,,45.0,0,JOB_DOWN,1,,,,○,2026-06-18T13:23:20.303Z,2026-07-08T10:10:53.808Z,2026-07-08
Ｓｋｙ株式会社,,41.3,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社Creer,,40.9,0,GONE,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
ギブクリエーション株式会社,,39.9,0,NEW_QUERY,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社ネオキャリア,,32.5,0,NEW_QUERY,5,,,,○,2026-06-18T13:23:20.303Z,2026-07-08T10:10:53.808Z,2026-07-08
ピアス株式会社,,32.2,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
JHRconsulting株式会社,,31.8,0,NEW_QUERY,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社Meta Sales,,29.2,0,REAPPEARED,6,2027,,○,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社三菱UFJ銀行,,26.7,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社ロッテ,,25.3,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社SNK,,25.1,0,GONE,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社i-plug,,25.1,0,NEW_QUERY,5,,,,○,2026-06-18T13:23:20.303Z,2026-07-08T10:10:53.808Z,2026-07-08
スマート・アナリティクス株式会社 会津若松事務所,,24.8,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-06-18T13:23:20.303Z,2026-07-08T10:10:53.808Z,2026-07-08
株式会社アソウ・アルファ,,24.1,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-06-21T05:19:13.003Z,2026-07-08T10:10:53.808Z,2026-07-08
燦ホールディングス株式会社,,23.4,0,NEW,1,2027,,○,○,2026-07-08T10:10:53.808Z,2026-07-08T10:10:53.808Z,2026-07-08
サンワ株式会社,,23.3,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-06-18T13:23:40.266Z,2026-07-08T10:10:53.808Z,2026-07-08
