企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
マンパワーグループ株式会社,,77.5,0,GONE,5,,,,○,2026-06-18T13:23:40.266Z,2026-07-07T10:00:10.806Z,2026-07-07
JAGフィールド株式会社,,62.3,0,JOB_DOWN,2,,,,○,2026-07-04T10:00:09.195Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社Creer,,51.6,0,JOB_DOWN,1,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社LOP,,46.0,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-06T04:00:03.149Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社alBee,,43.0,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-06-21T05:19:13.003Z,2026-07-07T10:00:10.806Z,2026-07-07
本田技研工業株式会社,,39.5,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-07T10:00:10.806Z,2026-07-07
ギブクリエーション株式会社,,33.9,0,GONE,2,,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社三菱UFJ銀行,,33.6,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-07T10:00:10.806Z,2026-07-07
ピアス株式会社,,33.3,0,JOB_UP,3,,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社リクルートスタッフィング,,33.2,0,NEW_QUERY,2,,,,○,2026-06-18T13:23:20.303Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社ネオキャリア,,32.7,0,JOB_UP|NEW_QUERY,5,,○,,○,2026-06-18T13:23:20.303Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社Le Lien,,32.3,0,JOB_UP|NEW_QUERY,3,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社ロッテ,,32.0,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-07T10:00:10.806Z,2026-07-07
Ｓｋｙ株式会社,,32.0,0,JOB_DOWN,12,,,,○,2026-06-18T23:36:18.438Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社SNK,,31.7,0,GONE,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社プロジェクトトリガー,,30.2,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-06-21T05:19:13.003Z,2026-07-07T10:00:10.806Z,2026-07-07
JHRconsulting株式会社,,29.0,0,JOB_DOWN,2,2027,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社エル・コーエイ,,28.7,0,GONE,1,,,,○,2026-07-04T04:00:03.351Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社enrich technology,,28.7,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社ELM,,28.2,0,JOB_DOWN,1,,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社フジワーク,,27.7,0,GONE,3,,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
新日本ビルメンテナンス株式会社,,26.3,0,GONE,1,,,,○,2026-07-04T10:00:09.195Z,2026-07-07T10:00:10.806Z,2026-07-07
大黒天物産株式会社,,25.7,0,REAPPEARED,1,,,○,○,2026-07-04T10:00:09.195Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社ELシステム,,25.7,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社大斗,,25.6,0,JOB_UP|NEW_QUERY,2,2027,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社i-plug,,24.3,0,NEW_QUERY,4,,,,○,2026-06-18T13:23:20.303Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社インターテクノ,,24.2,0,JOB_DOWN,2,,,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
大阪ガス株式会社,,24.1,0,REAPPEARED,2,2027,,○,○,2026-07-04T10:00:09.195Z,2026-07-07T10:00:10.806Z,2026-07-07
株式会社アソウ・アルファ,,24.1,0,JOB_UP|NEW_QUERY,3,,○,,○,2026-06-21T05:19:13.003Z,2026-07-07T10:00:10.806Z,2026-07-07
フェンリル株式会社,,23.9,0,JOB_UP|NEW_QUERY,2,,○,,○,2026-07-03T22:00:08.268Z,2026-07-07T10:00:10.806Z,2026-07-07
